Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year,Price Category,Order Number,Shipping Fee Paid by Seller,Payment Fee,Shipping Fee (Paid By Customer),Item Price Credit,Auto. Shipping fee subsidy (by Lazada),Promotional Charges Vouchers,Shipping Fee Voucher (by Lazada),Shipping Fee Subsidy (By Seller),Free Shipping Max Fee,Reversal Item Price,Shipping Fee Refund to Customer,Lazada Bonus,Lazada Bonus - LZD co-fund,Shipping Fee Voucher Refund to Laz,Reversal of Free Shipping Max Fee,Commission,Reversal Commission,Sponsored Product Fee,Sponsored Discovery - Top up,,,,,Actual,Needed,Difference
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),368872395737450,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395737450,Delivered,LEX PH,standard,Dropshipping,368872395737450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,368872395737450,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,161.95,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395737450,Delivered,LEX PH,standard,Dropshipping,368872395737450,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367491002253563,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-0.55,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002253563,Delivered,LEX PH,standard,Dropshipping,367491002253563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367491002253563,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,17.74,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002253563,Delivered,LEX PH,standard,Dropshipping,367491002253563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367491002253563,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,580.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002253563,Delivered,LEX PH,standard,Dropshipping,367491002253563,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367488407393746,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-0.55,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407393746,Delivered,LEX PH,standard,Dropshipping,367488407393746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,368872395837450,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-0.38,0.04,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395837450,Delivered,LEX PH,standard,Dropshipping,368872395837450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367488407393746,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,17.74,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407393746,Delivered,LEX PH,standard,Dropshipping,367488407393746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),368872395837450,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,14.16,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395837450,Delivered,LEX PH,standard,Dropshipping,368872395837450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367488407393746,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,580.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407393746,Delivered,LEX PH,standard,Dropshipping,367488407393746,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,368872395837450,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,240.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395837450,Delivered,LEX PH,standard,Dropshipping,368872395837450,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367488407193746,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-0.76,0.08,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407193746,Delivered,LEX PH,standard,Dropshipping,367488407193746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,368872395937450,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-0.55,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395937450,Delivered,LEX PH,standard,Dropshipping,368872395937450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367488407193746,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407193746,Delivered,LEX PH,standard,Dropshipping,367488407193746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),368872395937450,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395937450,Delivered,LEX PH,standard,Dropshipping,368872395937450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367488407193746,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,1450.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407193746,Delivered,LEX PH,standard,Dropshipping,367488407193746,,,April 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,368872395937450,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,580.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395937450,Delivered,LEX PH,standard,Dropshipping,368872395937450,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367488407293746,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-0.38,0.04,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407293746,Delivered,LEX PH,standard,Dropshipping,367488407293746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367488407293746,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,14.16,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407293746,Delivered,LEX PH,standard,Dropshipping,367488407293746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367488407293746,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,240.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407293746,Delivered,LEX PH,standard,Dropshipping,367488407293746,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367488407093746,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-0.44,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407093746,Delivered,LEX PH,standard,Dropshipping,367488407093746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,368872396037450,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-0.76,0.08,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396037450,Delivered,LEX PH,standard,Dropshipping,368872396037450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,368872396137450,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,-0.45,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396137450,Delivered,LEX PH,standard,Dropshipping,368872396137450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367488407093746,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407093746,Delivered,LEX PH,standard,Dropshipping,367488407093746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),368872396037450,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396037450,Delivered,LEX PH,standard,Dropshipping,368872396037450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),368872396137450,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,17.74,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396137450,Delivered,LEX PH,standard,Dropshipping,368872396137450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367488407093746,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,161.95,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407093746,Delivered,LEX PH,standard,Dropshipping,367488407093746,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,368872396037450,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,1450.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396037450,Delivered,LEX PH,standard,Dropshipping,368872396037450,,,April 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,368872396137450,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,199.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396137450,Delivered,LEX PH,standard,Dropshipping,368872396137450,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367491001853563,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-0.44,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491001853563,Delivered,LEX PH,standard,Dropshipping,367491001853563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367491001853563,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491001853563,Delivered,LEX PH,standard,Dropshipping,367491001853563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367491001853563,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,161.95,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491001853563,Delivered,LEX PH,standard,Dropshipping,367491001853563,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367488406993746,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,-0.45,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488406993746,Delivered,LEX PH,standard,Dropshipping,367488406993746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367488406993746,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488406993746,Delivered,LEX PH,standard,Dropshipping,367488406993746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367488406993746,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,199.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488406993746,Delivered,LEX PH,standard,Dropshipping,367488406993746,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367491002053563,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-0.38,0.04,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002053563,Delivered,LEX PH,standard,Dropshipping,367491002053563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367491002053563,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,14.16,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002053563,Delivered,LEX PH,standard,Dropshipping,367491002053563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367491002053563,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,240.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002053563,Delivered,LEX PH,standard,Dropshipping,367491002053563,,,April 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,368872395737450,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395737450,Delivered,LEX PH,standard,Dropshipping,368872395737450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,368872395837450,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-14.17,1.52,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395837450,Delivered,LEX PH,standard,Dropshipping,368872395837450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,368872395937450,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872395937450,Delivered,LEX PH,standard,Dropshipping,368872395937450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,368872396037450,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396037450,Delivered,LEX PH,standard,Dropshipping,368872396037450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,368872396137450,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,368872395637450,368872396137450,Delivered,LEX PH,standard,Dropshipping,368872396137450,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367488406993746,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488406993746,Delivered,LEX PH,standard,Dropshipping,367488406993746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367488407093746,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407093746,Delivered,LEX PH,standard,Dropshipping,367488407093746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367488407193746,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407193746,Delivered,LEX PH,standard,Dropshipping,367488407193746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367488407293746,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-14.17,1.52,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407293746,Delivered,LEX PH,standard,Dropshipping,367488407293746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367488407393746,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367488406893746,367488407393746,Delivered,LEX PH,standard,Dropshipping,367488407393746,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367491001853563,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491001853563,Delivered,LEX PH,standard,Dropshipping,367491001853563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367491001953563,RMJ,"GIANT U-LOCK, BIKE U LOCK WITH KEYS & BICYCLE MOUNTING BRACKET STEEL",GUL-PZA-1PC,1836940674_PH-7817561696,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491001953563,Delivered,LEX PH,standard,Dropshipping,367491001953563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367491002053563,RMJ,Shell Advance 800ml AX3 20W- 40,AX3-PZA-1,1840009914_PH-7826775135,-14.17,1.52,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002053563,Delivered,LEX PH,standard,Dropshipping,367491002053563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367491002153563,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002153563,Delivered,LEX PH,standard,Dropshipping,367491002153563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee Paid by Seller,367491002253563,RMJ,"Tiger Head Motorcycle Battery YTX5L-BS, 12N5-BS",TH-PZA-YTX5LBS-1,1842964491_PH-7833030115,-17.71,1.9,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002253563,Delivered,LEX PH,standard,Dropshipping,367491002253563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Lazada Fees,Payment Fee,367491002153563,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,-0.76,0.08,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002153563,Delivered,LEX PH,standard,Dropshipping,367491002153563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Logistics,Shipping Fee (Paid By Customer),367491002153563,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,17.70,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002153563,Delivered,LEX PH,standard,Dropshipping,367491002153563,,,April 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2021,Orders-Sales,Item Price Credit,367491002153563,RMJ,Dunlop D115 (M1) Tubeless,DNLP-PZA-7090-14,1842810193_PH-7832293208,1450.00,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,367491001753563,367491002153563,Delivered,LEX PH,standard,Dropshipping,367491002153563,,,April 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Sales,Item Price Credit,384015769893746,RMJ,MICHELIN PILOT STREET 2 150X60x17 TL,PZAMICHELINPILOTSTREET2-150X60X17TL,1947381306_PH-8405930917,6250.00,0,0,No,24 May 2021 - 30 May 2021,paid,384015769593746,384015769893746,Delivered,LEX PH,standard,Dropshipping,384015769893746,,,May 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Sales,Item Price Credit,382436259793746,RMJ,SPARK PLUG UR2CC,PZABOSCHSPARKPLUGUR2CC,1959198639_PH-8507897329,180.00,0,0,No,24 May 2021 - 30 May 2021,paid,382436259593746,382436259793746,Delivered,LEX PH,standard,Dropshipping,382436259793746,,,May 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Lazada Fees,Payment Fee,382933659193746,RMJ,MIZZLE M89 110/70-14TL,PZAMIZZLEM89110/70-14TL,1977610985_PH-8613123993,-0.01,0,0,No,24 May 2021 - 30 May 2021,paid,382933659093746,382933659193746,Delivered,LEX PH,standard,Dropshipping,382933659193746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384516535593746,RMJ,QUICK PHOENIX 110/70-17 TL,PZAQUICKPHOENIX110/70,1947386331_PH-8406293601,-1.94,1.38,0,No,24 May 2021 - 30 May 2021,paid,384516535093746,384516535593746,Delivered,LEX PH,standard,Dropshipping,384516535593746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384524529493746,RMJ,QUICK PHOENIX 80/80-17 TL,PZAQUICKPHOENIX80/80-17 TL,1977668796_PH-8613392021,-1.94,1.38,0,No,24 May 2021 - 30 May 2021,paid,384524529393746,384524529493746,Delivered,LEX PH,standard,Dropshipping,384524529493746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384524529593746,RMJ,MIZZLE M89 120/70-14 TL,PZAMIZZLEM89120/70-14TL,1947334680_PH-8406250563,-1.94,1.38,0,No,24 May 2021 - 30 May 2021,paid,384524529393746,384524529593746,Delivered,LEX PH,standard,Dropshipping,384524529593746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384524529693746,RMJ,SPARK PLUG UR2CC,PZABOSCHSPARKPLUGUR2CC,1959198639_PH-8507897329,-2.45,0.26,0,No,24 May 2021 - 30 May 2021,paid,384524529393746,384524529693746,Delivered,LEX PH,standard,Dropshipping,384524529693746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384524529793746,RMJ,MIZZLE M89 110/70-14TL,PZAMIZZLEM89110/70-14TL,1977610985_PH-8613123993,-12.87,1.38,0,No,24 May 2021 - 30 May 2021,paid,384524529393746,384524529793746,Delivered,LEX PH,standard,Dropshipping,384524529793746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,384524529893746,RMJ,QUICK PHOENIX 110/70-17 TL,PZAQUICKPHOENIX110/70,1947386331_PH-8406293601,-12.89,1.38,0,No,24 May 2021 - 30 May 2021,paid,384524529393746,384524529893746,Delivered,LEX PH,standard,Dropshipping,384524529893746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-2021,Orders-Logistics,Shipping Fee Paid by Seller,382436259693746,RMJ,MICHELIN PILOT STREET 2 150X60x17 TL,PZAMICHELINPILOTSTREET2-150X60X17TL,1947381306_PH-8405930917,-13.57,1.45,0,No,24 May 2021 - 30 May 2021,paid,382436259593746,382436259693746,Delivered,LEX PH,standard,Dropshipping,382436259693746,,,May 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
