Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year,Price Category,Order Number,Shipping Fee Paid by Seller,Payment Fee,Shipping Fee (Paid By Customer),Item Price Credit,Auto. Shipping fee subsidy (by Lazada),Promotional Charges Vouchers,Shipping Fee Voucher (by Lazada),Shipping Fee Subsidy (By Seller),Free Shipping Max Fee,Reversal Item Price,Shipping Fee Refund to Customer,Lazada Bonus,Lazada Bonus - LZD co-fund,Shipping Fee Voucher Refund to Laz,Reversal of Free Shipping Max Fee,Commission,Reversal Commission,Sponsored Product Fee,Sponsored Discovery - Top up,,,,,Actual,Needed,Difference
28-Dec-2021,Orders-Sales,Item Price Credit,451094286431771,RMJ,Pirelli Angel CT 70/90 x 17 Tubeless,PIR-PIEZA-70-X17,1680028258_PH-7256502664,1300.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,451094286331771,451094286431771,Delivered,JRMT,standard,Dropshipping,451094286431771,,PH0022000012986,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Lazada Fees,Payment Fee,457984657259403,RMJ,MICHELIN PILOT STREET 90/90x14 MOTORCYCLE TIRES,PZA-MICHELINPILOTSREER90/90x14,2491100579_PH-11430444326,-44.14,4.73,0,No,27 Dec 2021 - 02 Jan 2022,paid,457984657159403,457984657259403,Delivered,J&T Express,standard,Dropshipping,457984657259403,,PH0022000012986,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Sales,Item Price Credit,457984657259403,RMJ,MICHELIN PILOT STREET 90/90x14 MOTORCYCLE TIRES,PZA-MICHELINPILOTSREER90/90x14,2491100579_PH-11430444326,1850.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,457984657159403,457984657259403,Delivered,J&T Express,standard,Dropshipping,457984657259403,,PH0022000012986,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Lazada Fees,Payment Fee,458078460231091,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.56,0.49,0,No,27 Dec 2021 - 02 Jan 2022,paid,458078460131091,458078460231091,Delivered,LEX PH,standard,Dropshipping,458078460231091,,PH0022000012986,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Sales,Item Price Credit,458078460231091,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,458078460131091,458078460231091,Delivered,LEX PH,standard,Dropshipping,458078460231091,,PH0022000012986,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Lazada Fees,Payment Fee,460153551817117,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-5.26,0.56,0,No,27 Dec 2021 - 02 Jan 2022,paid,460153551717117,460153551817117,Delivered,LEX PH,standard,Dropshipping,460153551817117,,PH0022000012986,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Sales,Item Price Credit,460153551817117,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,460153551717117,460153551817117,Delivered,LEX PH,standard,Dropshipping,460153551817117,,PH0022000012986,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Lazada Fees,Payment Fee,458798903706106,KPH,HANSA HS-PM-70 GLOW PLUG for MITSUBISHI FORKLIFT 4DQ5 - 22.5V,2329916651-1631167913955-0,2329916651_PH-10570797457,-4.04,0.43,0,No,27 Dec 2021 - 02 Jan 2022,paid,458798903606106,458798903706106,Delivered,Ninja Van PH,standard,Dropshipping,458798903706106,,PH0022000012986,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Sales,Item Price Credit,458798903706106,KPH,HANSA HS-PM-70 GLOW PLUG for MITSUBISHI FORKLIFT 4DQ5 - 22.5V,2329916651-1631167913955-0,2329916651_PH-10570797457,150.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,458798903606106,458798903706106,Delivered,Ninja Van PH,standard,Dropshipping,458798903706106,,PH0022000012986,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Lazada Fees,Payment Fee,458798903806106,KPH,HANSA HS-PM-70 GLOW PLUG for MITSUBISHI FORKLIFT 4DQ5 - 22.5V,2329916651-1631167913955-0,2329916651_PH-10570797457,-4.04,0.43,0,No,27 Dec 2021 - 02 Jan 2022,paid,458798903606106,458798903806106,Delivered,Ninja Van PH,standard,Dropshipping,458798903806106,,PH0022000012986,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2021,Orders-Sales,Item Price Credit,458798903806106,KPH,HANSA HS-PM-70 GLOW PLUG for MITSUBISHI FORKLIFT 4DQ5 - 22.5V,2329916651-1631167913955-0,2329916651_PH-10570797457,150.00,0,0,No,27 Dec 2021 - 02 Jan 2022,paid,458798903606106,458798903806106,Delivered,Ninja Van PH,standard,Dropshipping,458798903806106,,PH0022000012986,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Dec-2021,Orders-Lazada Fees,Payment Fee,457113305878671,RMJ,Mizzle GOLD M89 Motorcycle Tire 130/70 x 14 (Tubeless),MIZ-M89-1308-X17,1742778517_PH-7479708162,-62.56,6.7,0,No,20 Dec 2021 - 26 Dec 2021,paid,457113305778671,457113305878671,Delivered,J&T Express,standard,Dropshipping,457113305878671,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Dec-2021,Orders-Sales,Item Price Credit,457113305878671,RMJ,Mizzle GOLD M89 Motorcycle Tire 130/70 x 14 (Tubeless),MIZ-M89-1308-X17,1742778517_PH-7479708162,2550.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457113305778671,457113305878671,Delivered,J&T Express,standard,Dropshipping,457113305878671,,PH0021000819098,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Lazada Fees,Payment Fee,457871814592585,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.37,0.47,0,No,20 Dec 2021 - 26 Dec 2021,paid,457871814392585,457871814592585,Delivered,LEX PH,standard,Dropshipping,457871814592585,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Sales,Item Price Credit,457871814592585,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457871814392585,457871814592585,Delivered,LEX PH,standard,Dropshipping,457871814592585,,PH0021000819098,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Lazada Fees,Payment Fee,457871814492585,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.37,0.47,0,No,20 Dec 2021 - 26 Dec 2021,paid,457871814392585,457871814492585,Delivered,LEX PH,standard,Dropshipping,457871814492585,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Sales,Item Price Credit,457871814492585,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457871814392585,457871814492585,Delivered,LEX PH,standard,Dropshipping,457871814492585,,PH0021000819098,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Lazada Fees,Payment Fee,456321778219096,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,-92.20,9.88,0,No,20 Dec 2021 - 26 Dec 2021,paid,456321778119096,456321778219096,Delivered,LEX PH,standard,Dropshipping,456321778219096,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Sales,Item Price Credit,456321778219096,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,4463.81,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,456321778119096,456321778219096,Delivered,LEX PH,standard,Dropshipping,456321778219096,,PH0021000819098,December 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,456321778219096,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,210.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,456321778119096,456321778219096,Delivered,LEX PH,standard,Dropshipping,456321778219096,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-2021,Orders-Lazada Fees,Payment Fee,457057929036333,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,-96.34,10.32,0,No,20 Dec 2021 - 26 Dec 2021,paid,457057928936333,457057929036333,Delivered,Ninja Van PH,standard,Dropshipping,457057929036333,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-2021,Orders-Sales,Item Price Credit,457057929036333,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,4268.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457057928936333,457057929036333,Delivered,Ninja Van PH,standard,Dropshipping,457057929036333,,PH0021000819098,December 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,457057929036333,DGZ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,210.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457057928936333,457057929036333,Delivered,Ninja Van PH,standard,Dropshipping,457057929036333,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2021,Orders-Lazada Fees,Payment Fee,457288949836140,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-35.77,3.83,0,No,20 Dec 2021 - 26 Dec 2021,paid,457288949736140,457288949836140,Delivered,Ninja Van PH,standard,Dropshipping,457288949836140,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2021,Orders-Sales,Item Price Credit,457288949836140,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,1424.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457288949736140,457288949836140,Delivered,Ninja Van PH,standard,Dropshipping,457288949836140,,PH0021000819098,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,457288949836140,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,60.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,457288949736140,457288949836140,Delivered,Ninja Van PH,standard,Dropshipping,457288949836140,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-2021,Orders-Lazada Fees,Payment Fee,456047040023181,DGZ,PIRELLI DIABLO 80/90x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO80/90x17,2490965921_PH-11430208694,-40.43,4.33,0,No,20 Dec 2021 - 26 Dec 2021,paid,456047039923181,456047040023181,Delivered,LEX PH,standard,Dropshipping,456047040023181,,PH0021000819098,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-2021,Orders-Sales,Item Price Credit,456047040023181,DGZ,PIRELLI DIABLO 80/90x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO80/90x17,2490965921_PH-11430208694,1710.00,0,0,No,20 Dec 2021 - 26 Dec 2021,paid,456047039923181,456047040023181,Delivered,LEX PH,standard,Dropshipping,456047040023181,,PH0021000819098,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,455309575112714,Cycle City,FDR Sports XR Evo 90/80 x 14 MOTORCYCLE TIRE,FDR-EVO-90-x14,1724336271_PH-7437264176,-29.24,3.13,0,No,13 Dec 2021 - 19 Dec 2021,paid,455309575012714,455309575112714,Delivered,LEX PH,standard,Dropshipping,455309575112714,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,455309575112714,Cycle City,FDR Sports XR Evo 90/80 x 14 MOTORCYCLE TIRE,FDR-EVO-90-x14,1724336271_PH-7437264176,1260.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,455309575012714,455309575112714,Delivered,LEX PH,standard,Dropshipping,455309575112714,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,455309575112714,Cycle City,FDR Sports XR Evo 90/80 x 14 MOTORCYCLE TIRE,FDR-EVO-90-x14,1724336271_PH-7437264176,52.50,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,455309575012714,455309575112714,Delivered,LEX PH,standard,Dropshipping,455309575112714,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,455765505431278,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-32.75,3.51,0,No,13 Dec 2021 - 19 Dec 2021,paid,455765505331278,455765505431278,Delivered,LEX PH,standard,Dropshipping,455765505431278,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,455765505431278,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,1424.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,455765505331278,455765505431278,Delivered,LEX PH,standard,Dropshipping,455765505431278,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,455765505431278,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,60.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,455765505331278,455765505431278,Delivered,LEX PH,standard,Dropshipping,455765505431278,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,457303109949998,DGZ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless Tire,PIR-ANG-90-x14,1724392340_PH-7437442270,-38.01,4.07,0,No,13 Dec 2021 - 19 Dec 2021,paid,457303109849998,457303109949998,Delivered,LEX PH,standard,Dropshipping,457303109949998,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,457303109949998,DGZ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless Tire,PIR-ANG-90-x14,1724392340_PH-7437442270,1649.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,457303109849998,457303109949998,Delivered,LEX PH,standard,Dropshipping,457303109949998,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,457303109949998,DGZ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless Tire,PIR-ANG-90-x14,1724392340_PH-7437442270,50.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,457303109849998,457303109949998,Delivered,LEX PH,standard,Dropshipping,457303109949998,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,455925692646681,Cycle City,FDR Sports XR Evo 120/70 x 14 MOTORCYCLE TIRE,FDR-EVO-120-x14,1723762938_PH-7435716795,-52.60,5.64,0,No,13 Dec 2021 - 19 Dec 2021,paid,455925692546681,455925692646681,Delivered,LEX PH,standard,Dropshipping,455925692646681,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,455925692646681,Cycle City,FDR Sports XR Evo 120/70 x 14 MOTORCYCLE TIRE,FDR-EVO-120-x14,1723762938_PH-7435716795,2190.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,455925692546681,455925692646681,Delivered,LEX PH,standard,Dropshipping,455925692646681,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,456592592526427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,-33.49,3.59,0,No,13 Dec 2021 - 19 Dec 2021,paid,456592592426427,456592592526427,Delivered,LEX PH,standard,Dropshipping,456592592526427,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,456592592526427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,1397.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456592592426427,456592592526427,Delivered,LEX PH,standard,Dropshipping,456592592526427,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,456592592526427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,60.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456592592426427,456592592526427,Delivered,LEX PH,standard,Dropshipping,456592592526427,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,456609161726427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,-32.37,3.47,0,No,13 Dec 2021 - 19 Dec 2021,paid,456609161626427,456609161726427,Delivered,LEX PH,standard,Dropshipping,456609161726427,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,456609161726427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,1397.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456609161626427,456609161726427,Delivered,LEX PH,standard,Dropshipping,456609161726427,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,456609161726427,Cycle City,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,60.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456609161626427,456609161726427,Delivered,LEX PH,standard,Dropshipping,456609161726427,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,456266171955268,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,-33.20,3.56,0,No,13 Dec 2021 - 19 Dec 2021,paid,456266171855268,456266171955268,Delivered,LEX PH,standard,Dropshipping,456266171955268,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,456266171955268,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,1444.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456266171855268,456266171955268,Delivered,LEX PH,standard,Dropshipping,456266171955268,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,456266171955268,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,60.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,456266171855268,456266171955268,Delivered,LEX PH,standard,Dropshipping,456266171955268,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Lazada Fees,Payment Fee,454273092143340,DGZ,PIRELLI ANGEL 140/70x14 MOTORCYCLE TIRES,PZA-PIRELLIANGEL140/70x14,2491205881_PH-11431023864,-90.34,9.68,0,No,13 Dec 2021 - 19 Dec 2021,paid,454273092043340,454273092143340,Delivered,LEX PH,standard,Dropshipping,454273092143340,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2021,Orders-Sales,Item Price Credit,454273092143340,DGZ,PIRELLI ANGEL 140/70x14 MOTORCYCLE TIRES,PZA-PIRELLIANGEL140/70x14,2491205881_PH-11431023864,3800.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,454273092043340,454273092143340,Delivered,LEX PH,standard,Dropshipping,454273092143340,,,December 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2021,Refunds-Sales,Reversal Item Price,448937844658112,Fornis,Back Door  Stay Assy  TOYOTA REVO (LH & RH)   68907-38010 68908-38010,2315294660-1630726552210-0,2315294660_PH-10492103342,-1162.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,448937844558112,448937844658112,Returned,LEX PH,standard,Dropshipping,448937844658112,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2021,Refunds-Logistics,Shipping Fee Voucher Refund to Laz,448937844658112,Fornis,Back Door  Stay Assy  TOYOTA REVO (LH & RH)   68907-38010 68908-38010,2315294660-1630726552210-0,2315294660_PH-10492103342,-38.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,448937844558112,448937844658112,Returned,LEX PH,standard,Dropshipping,448937844658112,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2021,Refunds-Marketing Fees,Reversal of Free Shipping Max Fee,448937844658112,Fornis,Back Door  Stay Assy  TOYOTA REVO (LH & RH)   68907-38010 68908-38010,2315294660-1630726552210-0,2315294660_PH-10492103342,34.88,3.74,0,No,13 Dec 2021 - 19 Dec 2021,paid,448937844558112,448937844658112,Returned,LEX PH,standard,Dropshipping,448937844658112,commission program:107-49742,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-2021,Orders-Lazada Fees,Payment Fee,453011358280155,DGZ,Pirelli Diablo Rosso Sport 80/90 x 14 Tubeless Tire,PIR-ANG-8090-x14,1724428061_PH-7437544222,-43.52,4.66,0,No,13 Dec 2021 - 19 Dec 2021,paid,453011358180155,453011358280155,Delivered,Ninja Van PH,standard,Dropshipping,453011358280155,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-2021,Orders-Sales,Item Price Credit,453011358280155,DGZ,Pirelli Diablo Rosso Sport 80/90 x 14 Tubeless Tire,PIR-ANG-8090-x14,1724428061_PH-7437544222,1700.00,0,0,No,13 Dec 2021 - 19 Dec 2021,paid,453011358180155,453011358280155,Delivered,Ninja Van PH,standard,Dropshipping,453011358280155,,,December 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Dec-2021,Orders-Lazada Fees,Payment Fee,453237323082234,RMJ,Suzuki Drive V-Belt for Skydrive,2295792418-1630050107509-0,2295792418_PH-10383025719,-22.85,2.45,0,No,06 Dec 2021 - 12 Dec 2021,paid,453237322982234,453237323082234,Delivered,Ximex Delivery Express,standard,Dropshipping,453237323082234,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Dec-2021,Orders-Sales,Item Price Credit,453237323082234,RMJ,Suzuki Drive V-Belt for Skydrive,2295792418-1630050107509-0,2295792418_PH-10383025719,750.00,0,0,No,06 Dec 2021 - 12 Dec 2021,paid,453237322982234,453237323082234,Delivered,Ximex Delivery Express,standard,Dropshipping,453237323082234,,,December 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2021,Orders-Lazada Fees,Payment Fee,450981048826677,DGZ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-127.31,13.64,0,No,06 Dec 2021 - 12 Dec 2021,paid,450981048626677,450981048826677,Delivered,LEX PH,standard,Dropshipping,450981048826677,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2021,Orders-Sales,Item Price Credit,450981048826677,DGZ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,5500.00,0,0,No,06 Dec 2021 - 12 Dec 2021,paid,450981048626677,450981048826677,Delivered,LEX PH,standard,Dropshipping,450981048826677,,,December 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2021,Orders-Lazada Fees,Payment Fee,450981048726677,DGZ,PIRELLI DIABLO 120/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO120/70x17,2491144983_PH-11430943194,-100.43,10.76,0,No,06 Dec 2021 - 12 Dec 2021,paid,450981048626677,450981048726677,Delivered,LEX PH,standard,Dropshipping,450981048726677,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2021,Orders-Sales,Item Price Credit,450981048726677,DGZ,PIRELLI DIABLO 120/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO120/70x17,2491144983_PH-11430943194,4300.00,0,0,No,06 Dec 2021 - 12 Dec 2021,paid,450981048626677,450981048726677,Delivered,LEX PH,standard,Dropshipping,450981048726677,,,December 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Dec-2021,Orders-Lazada Fees,Payment Fee,448889927935478,Fornis,Back Door  Stay Assy NISSAN URVAN ESCAPADE (LH/RH)  90440-VH401,2315334967-1630728591296-0,2315334967_PH-10492705251,-34.10,3.65,0,No,06 Dec 2021 - 12 Dec 2021,paid,448889927835478,448889927935478,Delivered,Entrego,standard,Dropshipping,448889927935478,,,December 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
