Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year
08-Jan-2022,Orders-Sales,Item Price Credit,508381824953899,Fornis,“DERFOE” RADIATOR COOLANT (GREEN) (for motorcycle) 320ml,2320621275-1630911860405-0,2320621275_PH-10522365341,110.20,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,458267134316931,464461941515383,Delivered,LEX PH,standard,Dropshipping,449471342096035,,PH0022000053609,January 2022
07-Jan-2022,Orders-Lazada Fees,Payment Fee,503680967604586,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.66,0.5,0,No,03 Jan 2022 - 09 Jan 2022,paid,460444012394287,464315259602228,Delivered,LEX PH,standard,Dropshipping,405900013435097,,PH0022000053609,January 2022
07-Jan-2022,Orders-Sales,Item Price Credit,537432774335960,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,457160523201958,453844558382279,Delivered,LEX PH,standard,Dropshipping,489497971706995,,PH0022000053609,January 2022
07-Jan-2022,Orders-Lazada Fees,Payment Fee,492181585560991,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.66,0.5,0,No,03 Jan 2022 - 09 Jan 2022,paid,463854107633075,465811354013137,Delivered,LEX PH,standard,Dropshipping,388756312524994,,PH0022000053609,January 2022
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,PH0022000105189,January 2022
,,,,,,,,,,,,,,,,,,,,,,PH0022000105189,January 2022
,,,,,,,,,,,,,,,,,,,,,,PH0022000105189,January 2022
,,,,,,,,,,,,,,,,,,,,,,PH0022000105189,January 2022
