Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year
18-Jan-2022,Orders-Sales,Item Price Credit,517942334969203,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,70.15,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,459364958377089,454672849182603,Delivered,Flash Express PH,standard,Dropshipping,422853850167266,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,527552325916913,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,-2.46,0.26,0,No,17 Jan 2022 - 23 Jan 2022,paid,464327301159410,454503507325859,Delivered,Flash Express PH,standard,Dropshipping,357443706775722,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,509533980374482,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,70.15,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,466319987542235,464199983283846,Delivered,Flash Express PH,standard,Dropshipping,426964344198081,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,542781848526562,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,-2.46,0.26,0,No,17 Jan 2022 - 23 Jan 2022,paid,463257287691995,454171871980303,Delivered,Flash Express PH,standard,Dropshipping,445563942810794,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,528431832756954,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,70.15,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,466331887602385,458357739609637,Delivered,Flash Express PH,standard,Dropshipping,543154114964763,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,549218608753266,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,-2.46,0.26,0,No,17 Jan 2022 - 23 Jan 2022,paid,461167959780531,460865635402603,Delivered,Flash Express PH,standard,Dropshipping,503443732503066,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,542589900466098,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,70.15,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,457006488916358,456161911485940,Delivered,Flash Express PH,standard,Dropshipping,377902784686453,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,484461612198839,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,-2.46,0.26,0,No,17 Jan 2022 - 23 Jan 2022,paid,460861996210939,461157055169768,Delivered,Flash Express PH,standard,Dropshipping,397777744407270,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,481219830558363,KPH,ORBIT(W2) Grade 430 STAINLESS STEEL HOSE CLIPS  Size(mm):50-70mm   Size (inches):2 3/4”,2321193686-1630918113346-0,2321193686_PH-10524774866,70.15,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,458480991704496,460125196762574,Delivered,Flash Express PH,standard,Dropshipping,478061455264338,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,539625558474381,KPH,HANSA HS-PM-75 GLOW PLUG for MITSUBISHI L300 DSL 4D55 - 12V,2329976396-1631168161051-0,2329976396_PH-10570881078,-3.48,0.37,0,No,17 Jan 2022 - 23 Jan 2022,paid,456737684078862,460808125412686,Delivered,LEX PH,standard,Dropshipping,457013095636157,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,454587574068329,KPH,HANSA HS-PM-75 GLOW PLUG for MITSUBISHI L300 DSL 4D55 - 12V,2329976396-1631168161051-0,2329976396_PH-10570881078,150.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,456664273716226,454221038060048,Delivered,LEX PH,standard,Dropshipping,357263960373160,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,455306843669469,KPH,HANSA HS-PM-75 GLOW PLUG for MITSUBISHI L300 DSL 4D55 - 12V,2329976396-1631168161051-0,2329976396_PH-10570881078,-3.48,0.37,0,No,17 Jan 2022 - 23 Jan 2022,paid,464424986292443,461998080322764,Delivered,LEX PH,standard,Dropshipping,548398242351579,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,495829758864020,KPH,HANSA HS-PM-75 GLOW PLUG for MITSUBISHI L300 DSL 4D55 - 12V,2329976396-1631168161051-0,2329976396_PH-10570881078,150.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,463488626275515,459020984168535,Delivered,LEX PH,standard,Dropshipping,440995469913919,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,470136918851447,Fornis,Back Door  Stay Assy NISSAN URVAN ESCAPADE (LH & RH)  90440-VH401,2315334967-1630728591296-0,2315334967_PH-10492705251,-34.08,3.65,0,No,17 Jan 2022 - 23 Jan 2022,paid,457526110144606,457016893136521,Delivered,LEX PH,standard,Dropshipping,456599534261467,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,543205588930055,Fornis,Back Door  Stay Assy NISSAN URVAN ESCAPADE (LH & RH)  90440-VH401,2315334967-1630728591296-0,2315334967_PH-10492705251,1500.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,455223008698029,457283395109339,Delivered,LEX PH,standard,Dropshipping,492903952326112,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,477224891444717,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-5.22,0.56,0,No,17 Jan 2022 - 23 Jan 2022,paid,457888040525596,465440868031962,Delivered,LEX PH,standard,Dropshipping,475507869791813,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,490612178602899,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,456947050132048,463590854420489,Delivered,LEX PH,standard,Dropshipping,425166612294992,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,545718924903864,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-5.26,0.56,0,No,17 Jan 2022 - 23 Jan 2022,paid,460427974967607,465696317099228,Delivered,LEX PH,standard,Dropshipping,531049199868754,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,485302046638213,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,462441337672925,464045745514074,Delivered,LEX PH,standard,Dropshipping,451969274452838,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,491416438270599,Fornis,74101 MD143879 SPARKPLUG CABLE for MITSUBISHI LANCER 1.5 4G15 91-92,2330052866-1631170864468-0,2330052866_PH-10571510800,-14.02,1.5,0,No,17 Jan 2022 - 23 Jan 2022,paid,457061333191744,455145192113679,Delivered,LEX PH,standard,Dropshipping,398106841729036,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,501184521935054,Fornis,74101 MD143879 SPARKPLUG CABLE for MITSUBISHI LANCER 1.5 4G15 91-92,2330052866-1631170864468-0,2330052866_PH-10571510800,626.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,465064841244035,455946954484958,Delivered,LEX PH,standard,Dropshipping,408839105870538,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,491435641109964,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,-0.57,0.06,0,No,17 Jan 2022 - 23 Jan 2022,paid,456277982164838,460225360595126,Delivered,LEX PH,standard,Dropshipping,522216755031504,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,477091862790108,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,9.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,455895717759233,458529633410802,Delivered,LEX PH,standard,Dropshipping,534164484041599,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,499511588906998,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,-0.57,0.06,0,No,17 Jan 2022 - 23 Jan 2022,paid,465416466001178,463833862056876,Delivered,LEX PH,standard,Dropshipping,525613459387545,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,536857627597512,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,9.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,457255229838497,455797621470303,Delivered,LEX PH,standard,Dropshipping,441645088352223,,PH0022000148567,January 2022
18-Jan-2022,Orders-Lazada Fees,Payment Fee,512090449316590,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,-0.57,0.06,0,No,17 Jan 2022 - 23 Jan 2022,paid,465867923150522,456164806857417,Delivered,LEX PH,standard,Dropshipping,369685474031260,,PH0022000148567,January 2022
18-Jan-2022,Orders-Sales,Item Price Credit,554189514683264,KPH,HANSA HS-7528 AUTO BULB S25/P21/5W 12V (21/5W) BASE:(BAY15d) CIRCUIT:1034,2317042874-1630764905418-0,2317042874_PH-10501791389,9.00,0,0,No,17 Jan 2022 - 23 Jan 2022,paid,461992647049460,458493269896116,Delivered,LEX PH,standard,Dropshipping,447021120013300,,PH0022000148567,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,519201779102009,RMJ,DUNLOP 90/80-17 TUBELESS TIRE,PZADUNLOP90/80-17,1991449754_PH-8679559170,-48.61,5.21,0,No,10 Jan 2022 - 16 Jan 2022,paid,454540779843122,463263822567460,Delivered,LEX PH,standard,Dropshipping,459317408578184,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,464442309271756,RMJ,DUNLOP 90/80-17 TUBELESS TIRE,PZADUNLOP90/80-17,1991449754_PH-8679559170,1950.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,461038555229601,459173279340172,Delivered,LEX PH,standard,Dropshipping,371540502507242,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,551664486050265,RMJ,Rusi KR-150 Brake Hose,2296198339-1630055242490-0,2296198339_PH-10385014398,-7.82,0.84,0,No,10 Jan 2022 - 16 Jan 2022,paid,466411313960847,456457664192904,Returned,LEX PH,standard,Dropshipping,461969361341601,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,529281875979667,RMJ,Rusi KR-150 Brake Hose,2296198339-1630055242490-0,2296198339_PH-10385014398,280.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,455828324993448,458359801129253,Returned,LEX PH,standard,Dropshipping,394086093860987,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,470006219942798,DGZ,SEC GRAVIS OWL BRACKET,2424172025-1634191718296-0,2424172025_PH-11046276804,-46.35,4.97,0,No,10 Jan 2022 - 16 Jan 2022,paid,455224948856187,463339526865808,Delivered,LEX PH,standard,Dropshipping,540259369279449,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,472508366708316,DGZ,SEC GRAVIS OWL BRACKET,2424172025-1634191718296-0,2424172025_PH-11046276804,2000.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,455701184917825,463535929809187,Delivered,LEX PH,standard,Dropshipping,494665919874229,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,504277383391629,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.37,0.47,0,No,10 Jan 2022 - 16 Jan 2022,paid,461386090935918,457777128745900,Delivered,LEX PH,standard,Dropshipping,519885413970644,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,481842839276179,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,460495092189821,455802087054139,Delivered,LEX PH,standard,Dropshipping,488063409921404,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,472878785289578,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.37,0.47,0,No,10 Jan 2022 - 16 Jan 2022,paid,463089150831924,459348868541477,Delivered,LEX PH,standard,Dropshipping,362483665607188,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,472587575667489,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,453829153266364,454302010389002,Delivered,LEX PH,standard,Dropshipping,437500726753698,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,494256145717942,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,-4.37,0.47,0,No,10 Jan 2022 - 16 Jan 2022,paid,460223748549369,456441574378510,Delivered,LEX PH,standard,Dropshipping,443731902795808,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,480290262646216,RMJ,Shell Advance 800ML AX5 15W - 40 Motorcycle Oil (1 Bottle),2510123420-1636552715611-0,2510123420_PH-11544621077,195.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,463696054659738,457310795210229,Delivered,LEX PH,standard,Dropshipping,402005105305627,,PH0022000105189,January 2022
15-Jan-2022,Orders-Lazada Fees,Payment Fee,536646886128640,Cycle City,FDR Sports XR Evo 80/80 x 14 MOTORCYCLE TIRE,FDR-Evo-80-x14,1723796691_PH-7435786915,-36.02,3.86,0,No,10 Jan 2022 - 16 Jan 2022,paid,459369118883720,459246467935751,Delivered,LEX PH,standard,Dropshipping,552207425624853,,PH0022000105189,January 2022
15-Jan-2022,Orders-Sales,Item Price Credit,475178739042549,Cycle City,FDR Sports XR Evo 80/80 x 14 MOTORCYCLE TIRE,FDR-Evo-80-x14,1723796691_PH-7435786915,1500.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,465573338439580,456374589903212,Delivered,LEX PH,standard,Dropshipping,443326451648219,,PH0022000105189,January 2022
14-Jan-2022,Orders-Lazada Fees,Payment Fee,474130567982537,KPH,GMQ PREMIUM QUALITY TENSIONER BEARING 13505-11010 Corolla 2E,2320961501-1630914734397-0,2320961501_PH-10523496284,-19.99,2.14,0,No,10 Jan 2022 - 16 Jan 2022,paid,465716046045255,466501667170352,Delivered,Ninja Van PH,standard,Dropshipping,499642138996910,,PH0022000105189,January 2022
14-Jan-2022,Orders-Sales,Item Price Credit,552051262211952,KPH,GMQ PREMIUM QUALITY TENSIONER BEARING 13505-11010 Corolla 2E,2320961501-1630914734397-0,2320961501_PH-10523496284,880.15,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,458672478468579,455691897666386,Delivered,Ninja Van PH,standard,Dropshipping,481786560832675,,PH0022000105189,January 2022
13-Jan-2022,Orders-Lazada Fees,Payment Fee,504612826545259,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,-3.12,0.33,0,No,10 Jan 2022 - 16 Jan 2022,paid,466221259015095,458794789466277,Delivered,Ninja Van PH,standard,Dropshipping,528749146023252,,PH0022000105189,January 2022
13-Jan-2022,Orders-Sales,Item Price Credit,516595157693780,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,108.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,462723717288353,453829663198519,Delivered,Ninja Van PH,standard,Dropshipping,444978302185149,,PH0022000105189,January 2022
13-Jan-2022,Orders-Lazada Fees,Payment Fee,456609262180067,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,-3.12,0.33,0,No,10 Jan 2022 - 16 Jan 2022,paid,454682210802186,458573836984026,Delivered,Ninja Van PH,standard,Dropshipping,460440332131461,,PH0022000105189,January 2022
13-Jan-2022,Orders-Sales,Item Price Credit,516757280767223,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,108.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,457040700584444,462415370195545,Delivered,Ninja Van PH,standard,Dropshipping,453068165303957,,PH0022000105189,January 2022
13-Jan-2022,Orders-Lazada Fees,Payment Fee,545840075229160,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,-3.12,0.33,0,No,10 Jan 2022 - 16 Jan 2022,paid,458261587925478,456011642400324,Delivered,Ninja Van PH,standard,Dropshipping,487554013723775,,PH0022000105189,January 2022
13-Jan-2022,Orders-Sales,Item Price Credit,518458968313660,KPH,HANSA H16 12V 19W HALOGEN BULB,2322260958-1630939930327-0,2322260958_PH-10531162784,108.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,460688552561845,464522262411192,Delivered,Ninja Van PH,standard,Dropshipping,525263048731510,,PH0022000105189,January 2022
12-Jan-2022,Orders-Lazada Fees,Payment Fee,494446433450470,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-1,2360399607_PH-10735210856,-52.77,5.65,0,No,10 Jan 2022 - 16 Jan 2022,paid,463672065417174,463671459183618,Delivered,J&T Express,standard,Dropshipping,483617662095601,,PH0022000105189,January 2022
12-Jan-2022,Orders-Sales,Item Price Credit,469346538389940,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-1,2360399607_PH-10735210856,2100.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,463962455419576,463980168730356,Delivered,J&T Express,standard,Dropshipping,489221846297116,,PH0022000105189,January 2022
11-Jan-2022,Orders-Lazada Fees,Payment Fee,516695461320351,Fornis,Back Door  Stay Assy  NISSAN URVAN E25 (LH & RH)  65470-VW000 65471-VW000,2315344215-1630726301586-0,2315344215_PH-10491988283,-35.59,3.81,0,No,10 Jan 2022 - 16 Jan 2022,paid,459862138440748,455129502180362,Delivered,Ninja Van PH,standard,Dropshipping,531598590863624,,PH0022000105189,January 2022
11-Jan-2022,Orders-Sales,Item Price Credit,515788890085266,Fornis,Back Door  Stay Assy  NISSAN URVAN E25 (LH & RH)  65470-VW000 65471-VW000,2315344215-1630726301586-0,2315344215_PH-10491988283,1500.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,454910527597627,457424323525655,Delivered,Ninja Van PH,standard,Dropshipping,526429610535022,,PH0022000105189,January 2022
11-Jan-2022,Orders-Lazada Fees,Payment Fee,476699737951528,RMJ,Corsa Platinum R26 100/80 x 14 TUBELESS TIRES,PZACorsa Platinum R26 90/80 x 14,2029732397_PH-8962384211,-42.83,4.59,0,No,10 Jan 2022 - 16 Jan 2022,paid,458121246232477,458466678570817,Delivered,LEX PH,standard,Dropshipping,446556770365138,,PH0022000105189,January 2022
11-Jan-2022,Orders-Sales,Item Price Credit,543008046026773,RMJ,Corsa Platinum R26 100/80 x 14 TUBELESS TIRES,PZACorsa Platinum R26 90/80 x 14,2029732397_PH-8962384211,1800.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,455969611581066,464997323098691,Delivered,LEX PH,standard,Dropshipping,495301839829552,,PH0022000105189,January 2022
10-Jan-2022,Orders-Lazada Fees,Payment Fee,513509653206494,Fornis,Back Door  Stay Assy NISSAN URVAN ESCAPADE (LH & RH)  90440-VH401,2315334967-1630728591296-0,2315334967_PH-10492705251,-34.45,3.69,0,No,10 Jan 2022 - 16 Jan 2022,paid,455837600305627,457705137868249,Delivered,LEX PH,standard,Dropshipping,485210392863052,,PH0022000105189,January 2022
10-Jan-2022,Orders-Sales,Item Price Credit,500786087739434,Fornis,Back Door  Stay Assy NISSAN URVAN ESCAPADE (LH & RH)  90440-VH401,2315334967-1630728591296-0,2315334967_PH-10492705251,1500.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,458575089557169,461941399278198,Delivered,LEX PH,standard,Dropshipping,370634059151430,,PH0022000105189,January 2022
10-Jan-2022,Orders-Lazada Fees,Payment Fee,462466012714240,DGZ,SEC GRAVIS OWL BRACKET,2424172025-1634191718296-0,2424172025_PH-11046276804,-47.47,5.09,0,No,10 Jan 2022 - 16 Jan 2022,paid,459829936049858,464432663636165,Delivered,LEX PH,standard,Dropshipping,476889869443625,,PH0022000105189,January 2022
10-Jan-2022,Orders-Sales,Item Price Credit,522772289367548,DGZ,SEC GRAVIS OWL BRACKET,2424172025-1634191718296-0,2424172025_PH-11046276804,2000.00,0,0,No,10 Jan 2022 - 16 Jan 2022,paid,461718776930870,461535090247860,Delivered,LEX PH,standard,Dropshipping,465800113159081,,PH0022000105189,January 2022
09-Jan-2022,Orders-Lazada Fees,Payment Fee,543162713569498,DGZ,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,-91.17,9.77,0,No,03 Jan 2022 - 09 Jan 2022,paid,457743264504111,455778979542316,Delivered,LEX PH,standard,Dropshipping,422910038644606,,PH0022000053609,January 2022
09-Jan-2022,Orders-Sales,Item Price Credit,461517804090785,DGZ,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,3800.00,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,462650022085067,462606649073274,Delivered,LEX PH,standard,Dropshipping,360871415192403,,PH0022000053609,January 2022
09-Jan-2022,Orders-Lazada Fees,Payment Fee,487485006954097,Fornis,“DERFOE” RADIATOR COOLANT (GREEN) (for motorcycle) 320ml,2320621275-1630911860405-0,2320621275_PH-10522365341,-3.37,0.36,0,No,03 Jan 2022 - 09 Jan 2022,paid,460144809341358,463545778367500,Delivered,LEX PH,standard,Dropshipping,411418611651424,,PH0022000053609,January 2022
09-Jan-2022,Orders-Sales,Item Price Credit,527576974107138,Fornis,“DERFOE” RADIATOR COOLANT (GREEN) (for motorcycle) 320ml,2320621275-1630911860405-0,2320621275_PH-10522365341,110.20,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,465393135810576,466519671997193,Delivered,LEX PH,standard,Dropshipping,405845640652795,,PH0022000053609,January 2022
09-Jan-2022,Orders-Lazada Fees,Payment Fee,527957803329125,RMJ,PIRELLI ANGEL 120/70x14 MOTORCYCLE TIRES,PZA-PIRELLIANGEL120/70x14,2491504150_PH-11431867811,-70.06,7.51,0,No,03 Jan 2022 - 09 Jan 2022,paid,457033032163594,454819372802550,Delivered,LEX PH,standard,Dropshipping,467165904858611,,PH0022000053609,January 2022
09-Jan-2022,Orders-Sales,Item Price Credit,469988715681878,RMJ,PIRELLI ANGEL 120/70x14 MOTORCYCLE TIRES,PZA-PIRELLIANGEL120/70x14,2491504150_PH-11431867811,3050.00,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,463758418140672,460306187121145,Delivered,LEX PH,standard,Dropshipping,511876619864270,,PH0022000053609,January 2022
08-Jan-2022,Orders-Lazada Fees,Payment Fee,455221533437287,Fornis,062 90919-22105 SPARKPLUG CABLE for TOYOTA CORONA 3AU,2330076195-1631169247444-0,2330076195_PH-10571124369,-13.55,1.45,0,No,03 Jan 2022 - 09 Jan 2022,paid,456357157731744,463152971506267,Delivered,Ninja Van PH,standard,Dropshipping,403744871318886,,PH0022000053609,January 2022
08-Jan-2022,Orders-Sales,Item Price Credit,483439184207494,Fornis,062 90919-22105 SPARKPLUG CABLE for TOYOTA CORONA 3AU,2330076195-1631169247444-0,2330076195_PH-10571124369,590.20,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,460348550756603,464653906636289,Delivered,Ninja Van PH,standard,Dropshipping,491005986525263,,PH0022000053609,January 2022
08-Jan-2022,Orders-Lazada Fees,Payment Fee,525276070452080,DGZ,PIRELLI DIABLO 140/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO140/70x16,2491226723_PH-11431082554,-105.73,11.33,0,No,03 Jan 2022 - 09 Jan 2022,paid,454250622725812,459609925974599,Delivered,LEX PH,standard,Dropshipping,546216738051806,,PH0022000053609,January 2022
08-Jan-2022,Orders-Sales,Item Price Credit,537492822656480,DGZ,PIRELLI DIABLO 140/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO140/70x16,2491226723_PH-11431082554,4500.00,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,454166830024800,464535131069361,Delivered,LEX PH,standard,Dropshipping,410504931299897,,PH0022000053609,January 2022
08-Jan-2022,Orders-Lazada Fees,Payment Fee,470611576316370,DGZ,PIRELLI DIABLO 110/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO110/70x17,2491145854_PH-11430786595,-72.46,7.76,0,No,03 Jan 2022 - 09 Jan 2022,paid,465586382151216,461457436533423,Delivered,LEX PH,standard,Dropshipping,356860227080322,,PH0022000053609,January 2022
08-Jan-2022,Orders-Sales,Item Price Credit,476803502163097,DGZ,PIRELLI DIABLO 110/70x17 MOTORCYCLE TIRES,PZA-PIRELLIDIABLO110/70x17,2491145854_PH-11430786595,3150.00,0,0,No,03 Jan 2022 - 09 Jan 2022,paid,465676490078182,463025559661499,Delivered,LEX PH,standard,Dropshipping,523654154136472,,PH0022000053609,January 2022
08-Jan-2022,Orders-Lazada Fees,Payment Fee,472771682681556,Fornis,“DERFOE” RADIATOR COOLANT (GREEN) (for motorcycle) 320ml,2320621275-1630911860405-0,2320621275_PH-10522365341,-2.80,0.3,0,No,03 Jan 2022 - 09 Jan 2022,paid,465095039092109,463210800552723,Delivered,LEX PH,standard,Dropshipping,382432743073079,,PH0022000053609,January 2022
