Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year,Price Category,Order Number,Shipping Fee Paid by Seller,Payment Fee,Shipping Fee (Paid By Customer),Item Price Credit,Auto. Shipping fee subsidy (by Lazada),Promotional Charges Vouchers,Shipping Fee Voucher (by Lazada),Shipping Fee Subsidy (By Seller),Free Shipping Max Fee,Reversal Item Price,Shipping Fee Refund to Customer,Lazada Bonus,Lazada Bonus - LZD co-fund,Shipping Fee Voucher Refund to Laz,Reversal of Free Shipping Max Fee,Commission,Reversal Commission,Sponsored Product Fee,Sponsored Discovery - Top up,,,,,Actual,Needed,Difference
14-Feb-22,Orders-Lazada Fees,Payment Fee,553970258954875,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.16,14.46,0,No,01 Mar 2021 - 07 Mar 2021,paid,381054302833253,435669456145202,Delivered,QuadX,standard,Dropshipping,395230513104031,,,February 2022, ,460601021419400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Sales,Item Price Credit,514999195701147,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,38,1.33,0,No,12 Apr 2021 - 18 Apr 2021,paid,465680384207437,358246140857759,Delivered,LEX PH,standard,Dropshipping,441283737403024,,,February 2022,Low,461157384051446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Commission,517446519671790,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-0.38,0,0,No,12 Apr 2021 - 18 Apr 2021,paid,366394398832705,374551441345366,Delivered,LEX PH,standard,Dropshipping,369772157286639,,,February 2022, ,459900784122253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Payment Fee,536191089213787,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.16,0,0,No,12 Apr 2021 - 18 Apr 2021,paid,410783858515888,360975467247659,Delivered,LEX PH,standard,Dropshipping,431948049631052,,,February 2022, ,452006119085444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Sales,Item Price Credit,471200123330806,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,38,7.77,0,No,12 Apr 2021 - 18 Apr 2021,paid,456216165069897,432064191780978,Delivered,LEX PH,standard,Dropshipping,507237175893032,,,February 2022,Low,457447782685328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Commission,464135582115462,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-0.38,5.26,0,No,05 Apr 2021 - 11 Apr 2021,paid,433056124494398,363981953938803,Delivered,QuadX,standard,Dropshipping,375503077895500,,,February 2022, ,456176284849091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Payment Fee,475479007705597,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.16,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,380281076296555,368527177334393,Delivered,QuadX,standard,Dropshipping,464883642303368,,,February 2022, ,451094286331771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Sales,Item Price Credit,548205328471191,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,38,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,428240554812839,401751366323516,Delivered,QuadX,standard,Dropshipping,382559350039518,,,February 2022,Low,457984657159403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Commission,499134957138839,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-0.38,5.26,0,No,05 Apr 2021 - 11 Apr 2021,paid,381973422050089,398831100351909,Delivered,QuadX,standard,Dropshipping,518404826947924,,,February 2022, ,458078460131091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,486704789941341,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,434987329225548,456462049977075,Delivered,QuadX,standard,Dropshipping,479629758420398,,,February 2022, ,460153551717117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,472359728631002,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,439971295994404,395287447065084,Delivered,QuadX,standard,Dropshipping,484986061576223,,,February 2022, ,458798903606106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,472127610581043,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,5.02,0,No,05 Apr 2021 - 11 Apr 2021,paid,438672058248270,407709199213746,Delivered,QuadX,standard,Dropshipping,482166597145287,,,February 2022, ,457113305778671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,503047778167848,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,364333149686163,410047764217830,Delivered,QuadX,standard,Dropshipping,488055297919023,,,February 2022, ,457871814392585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,475290159097405,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,461880466711585,371279896327905,Delivered,QuadX,standard,Dropshipping,494500511722976,,,February 2022, ,456321778119096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,477615957753185,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,5.02,0,No,05 Apr 2021 - 11 Apr 2021,paid,461086565306686,389199480280391,Delivered,QuadX,standard,Dropshipping,418402754954835,,,February 2022, ,457057928936333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,542278989394602,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,450304233892626,433102649290211,Delivered,QuadX,standard,Dropshipping,463151072508919,,,February 2022, ,457288949736140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,521583972377868,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,409097968251036,420266975965786,Delivered,QuadX,standard,Dropshipping,419104627253351,,,February 2022, ,456047039923181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,542623454793093,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,31.31,0,No,05 Apr 2021 - 11 Apr 2021,paid,452554065253024,445843111145398,Delivered,QuadX,standard,Dropshipping,478087784057089,,,February 2022, ,455309575012714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,479617046861152,Cycle City,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.52,31.31,0,No,05 Apr 2021 - 11 Apr 2021,paid,380951312892056,388957809288061,Delivered,QuadX,standard,Dropshipping,421704635147654,,,February 2022, ,457303109849998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Payment Fee,531469220500400,Cycle City,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,-88.35,31.31,0,No,05 Apr 2021 - 11 Apr 2021,paid,454457323073650,381105559542960,Delivered,QuadX,standard,Dropshipping,497270576232453,,,February 2022, ,455925692546681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Sales,Item Price Credit,471860256197404,Cycle City,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,3800,1.34,0,No,05 Apr 2021 - 11 Apr 2021,paid,395259763596115,428692370546598,Delivered,Ninja Van PH,standard,Dropshipping,473646900087164,,,February 2022,Medium,456592592426427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Commission,517230915586063,Cycle City,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,-37.88,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,366027391345612,374870594599442,Delivered,Ninja Van PH,standard,Dropshipping,451180287206220,,,February 2022, ,456609161626427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Payment Fee,527994151412121,Cycle City,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-131.04,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,420303223445067,442879193993796,Delivered,Ninja Van PH,standard,Dropshipping,361156357306190,,,February 2022, ,456266171855268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Sales,Item Price Credit,460540196908906,Cycle City,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,5500,7.77,0,No,05 Apr 2021 - 11 Apr 2021,paid,363142232166464,454469355690604,Delivered,Ninja Van PH,standard,Dropshipping,480692699112650,,,February 2022,Medium,454273092043340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Lazada Fees,Commission,494528921684198,Cycle City,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-54.82,4.31,0,No,05 Apr 2021 - 11 Apr 2021,paid,433004558418131,446100001555945,Delivered,LEX PH,standard,Dropshipping,531456114604077,,,February 2022, ,448937844558112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,500829284399166,Cycle City,PIRELLI 120/70-14 DIABLO ROSSO TUBELESS TIRE,PZAPIRELLI12P/70-14DIABLOROSSOTL,1947198845_PH-8406100107,-60,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,395259837494076,424132649530877,Delivered,LEX PH,standard,Dropshipping,524195100466947,,,February 2022, ,453011358180155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
14-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,481702627622124,Cycle City,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-60,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,415083404134186,387918995930140,Delivered,LEX PH,standard,Dropshipping,378911027403679,,,February 2022, ,453237322982234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13-Feb-22,Orders-Lazada Fees,Payment Fee,554918684848636,Cycle City,SEC Boarder - Break (Black/Blue) Half Face Helmet,2357700075-1632120420105-0,2357700075_PH-10721626289,-50.34,21.32,0,No,05 Apr 2021 - 11 Apr 2021,paid,372686242210682,401039400285324,Delivered,LEX PH,standard,Dropshipping,399475639139544,,,February 2022, ,450981048626677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13-Feb-22,Orders-Sales,Item Price Credit,545048148027828,Cycle City,SEC Boarder - Break (Black/Blue) Half Face Helmet,2357700075-1632120420105-0,2357700075_PH-10721626289,2100,4.39,0,No,05 Apr 2021 - 11 Apr 2021,paid,448887889087702,400666970854977,Delivered,LBC,standard,Dropshipping,494837417272521,,,February 2022,Low - Medium,448889927835478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13-Feb-22,Orders-Lazada Fees,Commission,463999933599576,Cycle City,SEC Boarder - Break (Black/Blue) Half Face Helmet,2357700075-1632120420105-0,2357700075_PH-10721626289,-20.93,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,432823718605527,435507948809565,Delivered,LBC,standard,Dropshipping,445173814462723,,,February 2022, ,451722761586726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,506903253633528,Cycle City,SEC Boarder - Break (Black/Blue) Half Face Helmet,2357700075-1632120420105-0,2357700075_PH-10721626289,-60,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,416424697978145,465049597201530,Delivered,LBC,standard,Dropshipping,406475803973714,,,February 2022, ,450665235320937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13-Feb-22,Other Services-Marketing Fees,Sponsored Discovery - Top up,P4P_GMV_AUTO_TOP_UP_159560714_1644684228295,Cycle City,,,,-500,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,448273034730695,385842424801190,Delivered,LBC,standard,Dropshipping,527767642098322,,,February 2022, ,450640391240408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12-Feb-22,Orders-Lazada Fees,Payment Fee,507847662241738,Cycle City,PIRELLI ANGEL 70/90x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL70/90x17,2491240639_PH-11431094607,-33.73,4.19,0,No,05 Apr 2021 - 11 Apr 2021,paid,436928928698918,421452838216399,Delivered,LBC,standard,Dropshipping,506802960760941,,,February 2022, ,446953615569445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12-Feb-22,Orders-Sales,Item Price Credit,503861555053471,Cycle City,PIRELLI ANGEL 70/90x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL70/90x17,2491240639_PH-11431094607,1300,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,395543831670490,398317186404465,Delivered,LBC,standard,Dropshipping,377568196426929,,,February 2022,Low - Medium,446911090737693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12-Feb-22,Orders-Lazada Fees,Commission,522154905429643,Cycle City,PIRELLI ANGEL 70/90x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL70/90x17,2491240639_PH-11431094607,-12.96,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,395277651766353,356520743668447,Delivered,LBC,standard,Dropshipping,501007574182266,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,480313602372036,Cycle City,PIRELLI ANGEL 70/90x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL70/90x17,2491240639_PH-11431094607,-51.98,0,0,No,05 Apr 2021 - 11 Apr 2021,paid,447076787365000,452995161840132,Delivered,LBC,standard,Dropshipping,530934489802522,,,February 2022, ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4500,,,,,,,
11-Feb-22,Orders-Lazada Fees,Payment Fee,485715978207643,Cycle City,Pirelli Angel CT 80/80 x 17 Tubeless,PIR-ANG-80-x17,1723850384_PH-7435896235,-46.44,33.86,0,No,05 Apr 2021 - 11 Apr 2021,paid,446800005370765,424279031117827,Delivered,LBC,standard,Dropshipping,483909835273534,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Sales,Item Price Credit,527267524197180,SEC,Pirelli Angel CT 80/80 x 17 Tubeless,PIR-ANG-80-x17,1723850384_PH-7435896235,1900,33.86,0,No,05 Apr 2021 - 11 Apr 2021,paid,455393619365171,440002139619164,Delivered,LBC,standard,Dropshipping,545942796781481,,,February 2022,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Lazada Fees,Commission,480904063011892,SEC,Pirelli Angel CT 80/80 x 17 Tubeless,PIR-ANG-80-x17,1723850384_PH-7435896235,-18.94,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,402900097496835,453381710033964,Delivered,LEX PH,standard,Dropshipping,445474981302171,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,476559940401794,SEC,Pirelli Angel CT 80/80 x 17 Tubeless,PIR-ANG-80-x17,1723850384_PH-7435896235,-60,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,439433620967000,402828795409548,Delivered,LEX PH,standard,Dropshipping,481745855912598,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Lazada Fees,Payment Fee,490850535656727,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-0,2360399607_PH-10735210855,-47.04,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,421830143107073,440329876521715,Delivered,LEX PH,standard,Dropshipping,472800220641900,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Sales,Item Price Credit,454145724621822,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-0,2360399607_PH-10735210855,2100,0.05,0,No,29 Mar 2021 - 04 Apr 2021,paid,439054053536893,416072372064243,Delivered,LEX PH,standard,Dropshipping,517671198528483,,,February 2022,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Lazada Fees,Commission,490067245163736,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-0,2360399607_PH-10735210855,-20.93,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,362174963509017,386474371332755,Delivered,LEX PH,standard,Dropshipping,371940151272695,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,503056703603068,SEC,SEC Boarder - Break (Black/Yellow) Half Face Helmet,2360399607-1632214259363-0,2360399607_PH-10735210855,-60,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,445914364061447,405102685676626,Delivered,LEX PH,standard,Dropshipping,408516107334588,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Lazada Fees,Payment Fee,553881069929163,SEC,FDR Sports XR Evo 140/70 x 14 MOTORCYCLE TIRE,FDR-EVO-140-x14,1724320179_PH-7437192411,-56,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,368912076878141,407337584082757,Delivered,LEX PH,standard,Dropshipping,549116468252897,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Sales,Item Price Credit,504220916768287,SEC,FDR Sports XR Evo 140/70 x 14 MOTORCYCLE TIRE,FDR-EVO-140-x14,1724320179_PH-7437192411,2500,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,427907391147359,368611207630291,Delivered,LEX PH,standard,Dropshipping,356917929807888,,,February 2022,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Lazada Fees,Commission,461389335466372,SEC,FDR Sports XR Evo 140/70 x 14 MOTORCYCLE TIRE,FDR-EVO-140-x14,1724320179_PH-7437192411,-24.92,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,393945520101659,385754649290037,Delivered,LEX PH,standard,Dropshipping,496189068122123,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,519201940605707,SEC,FDR Sports XR Evo 140/70 x 14 MOTORCYCLE TIRE,FDR-EVO-140-x14,1724320179_PH-7437192411,-60,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,414155840603359,423548039091956,Delivered,LEX PH,standard,Dropshipping,386367670211325,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,Orders-Lazada Fees,Payment Fee,474327263717795,SEC,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,-42.07,0.04,0,No,29 Mar 2021 - 04 Apr 2021,paid,377772165933169,445075975835414,Delivered,LEX PH,standard,Dropshipping,450346911076298,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,Orders-Sales,Item Price Credit,517709298292341,SEC,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,1720,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,427625180522188,437503412842620,Delivered,LEX PH,standard,Dropshipping,515541273673522,,,February 2022,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,Orders-Lazada Fees,Commission,532579467265405,SEC,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,-17.15,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,385613631281327,389338365660931,Delivered,LEX PH,standard,Dropshipping,536177742340442,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,487354491888400,SEC,FDR Sports XR Evo 80/80 x 17 MOTORCYCLE TIRE,FDR-EVO-80-x17,1723778359_PH-7435652876,-60,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,400674031124268,379146719961348,Delivered,LEX PH,standard,Dropshipping,440651702465932,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Lazada Fees,Payment Fee,486497653301853,SEC,GREASE GUN NOZZLE ONLY,2322135494-1630933841478-0,2322135494_PH-10530034956,-3.77,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,466056413286364,364540530636856,Delivered,LEX PH,standard,Dropshipping,488790381983142,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Sales,Item Price Credit,516751808244071,SEC,GREASE GUN NOZZLE ONLY,2322135494-1630933841478-0,2322135494_PH-10530034956,110.2,0.08,0,No,29 Mar 2021 - 04 Apr 2021,paid,442176125331267,401182921580005,Delivered,LEX PH,standard,Dropshipping,449277926623569,,,February 2022,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Lazada Fees,Commission,486414106595755,SEC,GREASE GUN NOZZLE ONLY,2322135494-1630933841478-0,2322135494_PH-10530034956,-1.1,0.06,0,No,29 Mar 2021 - 04 Apr 2021,paid,431143908171830,376720293502938,Delivered,LEX PH,standard,Dropshipping,458214009901988,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,544676100970541,SEC,GREASE GUN NOZZLE ONLY,2322135494-1630933841478-0,2322135494_PH-10530034956,-4.4,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,357246272713565,465049213121573,Delivered,LEX PH,standard,Dropshipping,405410235238339,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Lazada Fees,Payment Fee,548112676885111,SEC,71146 22450-65Y25/6 SPARKPLUG CABLE for NISSAN SENTRA B13 1.6 92-95,2330138447-1631171149845-0,2330138447_PH-10571568676,-27.06,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,454728303122227,461693643784220,Delivered,LEX PH,standard,Dropshipping,552434634759899,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Sales,Item Price Credit,547594703717411,SEC,71146 22450-65Y25/6 SPARKPLUG CABLE for NISSAN SENTRA B13 1.6 92-95,2330138447-1631171149845-0,2330138447_PH-10571568676,1170.2,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,365036675398014,371595673089667,Delivered,LEX PH,standard,Dropshipping,396949079054237,,,February 2022,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Lazada Fees,Commission,536727104061330,SEC,71146 22450-65Y25/6 SPARKPLUG CABLE for NISSAN SENTRA B13 1.6 92-95,2330138447-1631171149845-0,2330138447_PH-10571568676,-11.66,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,450940967001368,389601924598662,Delivered,LEX PH,standard,Dropshipping,467757181299774,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Marketing Fees,Free Shipping Max Fee,555127808412894,SEC,71146 22450-65Y25/6 SPARKPLUG CABLE for NISSAN SENTRA B13 1.6 92-95,2330138447-1631171149845-0,2330138447_PH-10571568676,-46.79,0.04,0,No,29 Mar 2021 - 04 Apr 2021,paid,413690837333610,417742579000405,Delivered,LEX PH,standard,Dropshipping,386414171615442,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Lazada Fees,Payment Fee,508164532020730,SEC,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,RMJ-PIR-ANG-120-X17,2400203989_PH-10936589224,-98.56,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,406280771488817,402966252927451,Delivered,LEX PH,standard,Dropshipping,496971614104646,,,February 2022, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-22,Orders-Sales,Item Price Credit,495695301231621,SEC,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,RMJ-PIR-ANG-120-X17,2400203989_PH-10936589224,4250,0,0,No,29 Mar 2021 - 04 Apr 2021,paid,394424015024662,417810928657257,Delivered,LEX PH,standard,Dropshipping,403568442006711,,,February 2022,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
