Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId
30-Sep-2022,Refunds-Logistics,Shipping Fee Refund to Customer,476416033837460,REY MOTOPARTS,55L SEC ALLOY BOX SERIES 12 - Adventure JF TOP BOX,2384554968-1632905005662-0,2384554968_PH-10854122069,-200.00,0.00,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,543336190624847,512132503286106,Returned,J&T Express PH,standard,Dropshipping,540405978014543,,
30-Sep-2022,Refunds-Sales,Reversal Item Price,469340037906222,REY MOTOPARTS,55L SEC ALLOY BOX SERIES 12 - Adventure JF TOP BOX,2384554968-1632905005662-0,2384554968_PH-10854122069,"-9,900.00",0.00,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,544037627933754,537736642700551,Returned,J&T Express PH,standard,Dropshipping,502443763173504,,
30-Sep-2022,Refunds-Lazada Fees,Reversal Commission,540837025450436,REY MOTOPARTS,55L SEC ALLOY BOX SERIES 12 - Adventure JF TOP BOX,2384554968-1632905005662-0,2384554968_PH-10854122069,198.48,21.27,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,518865678086256,533396678336133,Returned,J&T Express PH,standard,Dropshipping,364921887713022,,
30-Sep-2022,Orders-Lazada Fees,Commission,492260089643741,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,-0.60,0.06,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,537928080014974,537784288381503,Delivered,LEX PH,standard,Dropshipping,422207009555631,,
30-Sep-2022,Orders-Lazada Fees,Payment Fee,488227853244605,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,-1.13,0.12,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,545081364609125,514628006486530,Delivered,LEX PH,standard,Dropshipping,488798479295191,,
30-Sep-2022,Orders-Sales,Item Price Credit,513933939762445,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,30.00,0.00,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,542109946718615,534899751140073,Delivered,LEX PH,standard,Dropshipping,454097054748201,,
30-Sep-2022,Orders-Lazada Fees,Commission,473933938647382,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,-0.60,0.06,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,527350626930661,528133798187519,Delivered,LEX PH,standard,Dropshipping,484170153925179,,
30-Sep-2022,Orders-Lazada Fees,Payment Fee,472999557542393,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,-1.13,0.12,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,529768911858519,530119497514505,Delivered,LEX PH,standard,Dropshipping,540794217667635,,
30-Sep-2022,Orders-Sales,Item Price Credit,456372068739591,REY MOTOPARTS,"HANSA HS-7515 AUTO BULB (T20/W21/5W) 12V 21/5W (21/5W) BASE:(W3 x 16d) CIRCUIT:""1891 KOITO 7443""",2317081277-1630762228097-0,2317081277_PH-10501359927,30.00,0.00,0.00,No,30 Sep 2022 - 30 Sep 2022,paid,519629732414060,526345740004891,Delivered,LEX PH,standard,Dropshipping,365570631996324,,
29-Sep-2022,Orders-Lazada Fees,Commission,465560514434491,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-31.08,3.33,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,516292210566368,539315761254099,Delivered,LEX PH,standard,Dropshipping,427954837984976,,
29-Sep-2022,Orders-Lazada Fees,Payment Fee,541283988396587,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-36.80,3.94,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,523358758256960,516544842596575,Delivered,LEX PH,standard,Dropshipping,473967894576478,,
29-Sep-2022,Orders-Sales,Item Price Credit,524101224249122,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,"1,550.00",0.00,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,539686305778356,543091792842574,Delivered,LEX PH,standard,Dropshipping,449544496992451,,
29-Sep-2022,Orders-Lazada Fees,Commission,539860650613859,REY MOTOPARTS,SUZUKI APV AUTOMATIC FAN BLADE 17111-61J10 ORIG,2314252551-1630674374740-0,2314252551_PH-10485843169,-46.11,4.94,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,539033662945882,543286510605238,Delivered,LEX PH,standard,Dropshipping,554778887100964,,
29-Sep-2022,Orders-Lazada Fees,Payment Fee,527157844488672,REY MOTOPARTS,SUZUKI APV AUTOMATIC FAN BLADE 17111-61J10 ORIG,2314252551-1630674374740-0,2314252551_PH-10485843169,-51.52,5.52,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,518577806484187,516052509470624,Delivered,LEX PH,standard,Dropshipping,551105814069883,,
29-Sep-2022,Orders-Sales,Item Price Credit,549666759546208,REY MOTOPARTS,SUZUKI APV AUTOMATIC FAN BLADE 17111-61J10 ORIG,2314252551-1630674374740-0,2314252551_PH-10485843169,"2,300.00",0.00,0.00,No,29 Sep 2022 - 29 Sep 2022,paid,543230134052293,517284698981786,Delivered,LEX PH,standard,Dropshipping,392214147275658,,
28-Sep-2022,Orders-Lazada Fees,Commission,522923080392421,REY MOTOPARTS,Pirelli Angel CT 130/70 x 17 Tubeless,PIR-ANG-130-X17,1724082257_PH-7436488792,-82.20,8.81,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,539010695551495,541037842939531,Delivered,LEX PH,standard,Dropshipping,482651357615318,,
28-Sep-2022,Orders-Lazada Fees,Payment Fee,527703185711272,REY MOTOPARTS,Pirelli Angel CT 130/70 x 17 Tubeless,PIR-ANG-130-X17,1724082257_PH-7436488792,-92.80,9.94,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,521714071807176,527071127276822,Delivered,LEX PH,standard,Dropshipping,448745524279744,,
28-Sep-2022,Orders-Sales,Item Price Credit,489290209950564,REY MOTOPARTS,Pirelli Angel CT 130/70 x 17 Tubeless,PIR-ANG-130-X17,1724082257_PH-7436488792,"4,100.00",0.00,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,540523932561747,539062957676312,Delivered,LEX PH,standard,Dropshipping,443975410449337,,
28-Sep-2022,Orders-Lazada Fees,Commission,550901341558119,FORNIS,HANSA HS-PZ-38 GLOW PLUG for MAZDA RF PICKUP - 11V,P03-A1-B001-0304,2329847212_PH-10570168054,-1.34,0.14,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,527866548556317,514190610592361,Delivered,LEX PH,standard,Dropshipping,393842861452270,,
28-Sep-2022,Orders-Lazada Fees,Payment Fee,529774701042310,FORNIS,HANSA HS-PZ-38 GLOW PLUG for MAZDA RF PICKUP - 11V,P03-A1-B001-0304,2329847212_PH-10570168054,-2.35,0.25,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,518576859659855,545967976581380,Delivered,LEX PH,standard,Dropshipping,531246630397168,,
28-Sep-2022,Orders-Sales,Item Price Credit,462195492624770,FORNIS,HANSA HS-PZ-38 GLOW PLUG for MAZDA RF PICKUP - 11V,P03-A1-B001-0304,2329847212_PH-10570168054,67.00,0.00,0.00,No,28 Sep 2022 - 28 Sep 2022,paid,522013781369528,511475028781850,Delivered,LEX PH,standard,Dropshipping,540187611723084,,
27-Sep-2022,Orders-Lazada Fees,Commission,517394658032438,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,-7.28,0.78,0.00,No,27 Sep 2022 - 27 Sep 2022,paid,520578150027942,513052129439588,Delivered,LEX PH,standard,Dropshipping,466298169456015,,
27-Sep-2022,Orders-Lazada Fees,Payment Fee,487233995180457,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,-8.13,0.87,0.00,No,27 Sep 2022 - 27 Sep 2022,paid,531635767247479,519008731053634,Delivered,LEX PH,standard,Dropshipping,554724301652708,,
27-Sep-2022,Orders-Sales,Item Price Credit,509231108108817,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,363.00,0.00,0.00,No,27 Sep 2022 - 27 Sep 2022,paid,524850399753602,527862428131054,Delivered,LEX PH,standard,Dropshipping,544621107300651,,
26-Sep-2022,Orders-Lazada Fees,Commission,519935777325437,PARTS PRO,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,-11.45,1.23,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,513237848469103,541605691985490,Delivered,LEX PH,standard,Dropshipping,510342840463548,,
26-Sep-2022,Orders-Lazada Fees,Payment Fee,553461193987343,PARTS PRO,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,-13.70,1.47,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,537894240603771,536058491829102,Delivered,LEX PH,standard,Dropshipping,453426296443414,,
26-Sep-2022,Orders-Sales,Item Price Credit,522329279214621,PARTS PRO,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,571.00,0.00,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,540734751750669,518768151792966,Delivered,LEX PH,standard,Dropshipping,404783072201406,,
26-Sep-2022,Orders-Lazada Fees,Commission,462382014274702,REY MOTOPARTS,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,-11.45,1.23,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,535358173750483,538201584757761,Delivered,LEX PH,standard,Dropshipping,424505443526326,,
26-Sep-2022,Orders-Lazada Fees,Payment Fee,531304854864644,REY MOTOPARTS,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,-13.70,1.47,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,546233327929193,523692059769458,Delivered,LEX PH,standard,Dropshipping,380743810171326,,
26-Sep-2022,Orders-Sales,Item Price Credit,500194013516056,PARTS PRO,MAG 1 Full Synthetic European 5W‑40 A3/B4 Motor Oil 1 Quart,P01-A1-B009-0031,2874158985_PH-13951565396,571.00,0.00,0.00,No,26 Sep 2022 - 26 Sep 2022,paid,536969824316525,542856012977401,Delivered,LEX PH,standard,Dropshipping,538300622569074,,
25-Sep-2022,Orders-Lazada Fees,Commission,454962838629283,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,-38.23,4.10,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,529594342466931,538584886568793,Delivered,J&T Express PH,standard,Dropshipping,410417312488298,,
25-Sep-2022,Orders-Lazada Fees,Payment Fee,472930330954626,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,-42.72,4.58,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,523961230996907,533633226808096,Delivered,J&T Express PH,standard,Dropshipping,537299680913529,,
25-Sep-2022,Orders-Sales,Item Price Credit,524600894708601,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,"1,906.89",0.00,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,523099614605713,547316240303574,Delivered,J&T Express PH,standard,Dropshipping,456085203305640,,
25-Sep-2022,Orders-Lazada Fees,Commission,537628585798389,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,-38.23,4.10,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,537984925435956,531261085713812,Delivered,J&T Express PH,standard,Dropshipping,440067883292822,,
25-Sep-2022,Orders-Lazada Fees,Payment Fee,455214067662841,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,-42.72,4.58,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,517147409468245,530941948403395,Delivered,J&T Express PH,standard,Dropshipping,429312986862580,,
25-Sep-2022,Orders-Sales,Item Price Credit,456261900437366,PARTS PRO,MOTUL Mechanical 100% Synthetic -Complex Ester- GEAR 300 75W90 1 Liter,P01-A1-B002-0022,2934947221_PH-14294537496,"1,906.89",0.00,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,513258278479752,512456180699328,Delivered,J&T Express PH,standard,Dropshipping,401227271289942,,
25-Sep-2022,Orders-Lazada Fees,Commission,518821136171788,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-8.60,0.92,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,538233110835176,533341965032328,Delivered,LEX PH,standard,Dropshipping,508850625243056,,
25-Sep-2022,Orders-Lazada Fees,Payment Fee,472451964838660,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-9.61,1.03,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,516382044201793,539832053683617,Delivered,LEX PH,standard,Dropshipping,503409827381380,,
25-Sep-2022,Orders-Sales,Item Price Credit,511127105127611,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,429.00,0.00,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,513697823097577,541669717617014,Delivered,LEX PH,standard,Dropshipping,500879949585624,,
25-Sep-2022,Orders-Lazada Fees,Commission,478384483373496,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-8.60,0.92,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,512597637116438,521191618135401,Delivered,LEX PH,standard,Dropshipping,472138400001676,,
25-Sep-2022,Orders-Lazada Fees,Payment Fee,530263955069617,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-9.61,1.03,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,513911263500679,516507751922025,Delivered,LEX PH,standard,Dropshipping,522899495342389,,
25-Sep-2022,Orders-Sales,Item Price Credit,464805626892813,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,429.00,0.00,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,533721689097434,532936762742558,Delivered,LEX PH,standard,Dropshipping,516760750968490,,
25-Sep-2022,Orders-Lazada Fees,Commission,534959766508617,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-8.60,0.92,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,515755737389948,520076218437130,Delivered,LEX PH,standard,Dropshipping,388350750772298,,
25-Sep-2022,Orders-Lazada Fees,Payment Fee,515329398592795,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,-9.61,1.03,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,527826373302544,525759085591514,Delivered,LEX PH,standard,Dropshipping,479226104874285,,
25-Sep-2022,Orders-Sales,Item Price Credit,535108739072567,PARTS PRO,ACDELCO 0W20 Fully Synthetic (Gas) 1 liter,P01-A1-B003-0138,2863696072_PH-13892345301,429.00,0.00,0.00,No,25 Sep 2022 - 25 Sep 2022,paid,547628954617772,522042109928394,Delivered,LEX PH,standard,Dropshipping,539035171713200,,
24-Sep-2022,Orders-Lazada Fees,Commission,507103145573938,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,-7.28,0.78,0.00,No,24 Sep 2022 - 24 Sep 2022,paid,537419985865797,518905251004494,Delivered,LEX PH,standard,Dropshipping,398284168835195,,
24-Sep-2022,Orders-Lazada Fees,Payment Fee,470675127899625,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,-9.04,0.97,0.00,No,24 Sep 2022 - 24 Sep 2022,paid,525570875557608,525764634080468,Delivered,LEX PH,standard,Dropshipping,508611168555918,,
24-Sep-2022,Orders-Sales,Item Price Credit,472427711686673,PARTS PRO,MAG 1 Power Steering Fluid with Stop Leak 1 Quart,P01-A1-B009-0120,2889278245_PH-14035362676,363.00,0.00,0.00,No,24 Sep 2022 - 24 Sep 2022,paid,523050268548546,521741308011518,Delivered,LEX PH,standard,Dropshipping,468622134643043,,
23-Sep-2022,Orders-Lazada Fees,Commission,537935427441433,LCE,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-181.93,19.49,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,541865822640179,537348492443011,Delivered,Flash Express PH,standard,Dropshipping,468460134580261,,
23-Sep-2022,Orders-Lazada Fees,Payment Fee,548424469181599,SEC,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-237.62,25.46,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,511411686185706,539982124410156,Delivered,Flash Express PH,standard,Dropshipping,541043854599588,,
23-Sep-2022,Orders-Sales,Item Price Credit,547918867139593,FORNIS,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,"9,075.00",0.00,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,529174494971260,516859237617035,Delivered,Flash Express PH,standard,Dropshipping,390792627780027,,
23-Sep-2022,Orders-Logistics,Shipping Fee Subsidy (By Seller),462793468250789,FORNIS,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-250.00,26.79,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,524265572917184,527955468664761,Delivered,Flash Express PH,standard,Dropshipping,397990606704333,,
23-Sep-2022,Orders-Logistics,Shipping Fee Subsidy (By Seller),493308378348698,LCE,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-250.00,26.79,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,535401742937442,546056289804210,Delivered,J&T Express PH,standard,Dropshipping,409583337372444,,
23-Sep-2022,Orders-Lazada Fees,Commission,483030362588879,LCE,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-181.93,19.49,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,517291108960892,539963803572863,Delivered,J&T Express PH,standard,Dropshipping,462427011796539,,
23-Sep-2022,Orders-Lazada Fees,Payment Fee,549077189943129,LCE,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,-237.62,25.46,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,539529175626452,545375083102168,Delivered,J&T Express PH,standard,Dropshipping,472627420319630,,
23-Sep-2022,Orders-Sales,Item Price Credit,502014313839929,LCE,SAILUN TIRE Passenger Car Radial Terramax A/T 285/60 R18 LT ,P07-A1-B015-0134,2905596765_PH-14125036257,"9,075.00",0.00,0.00,No,23 Sep 2022 - 23 Sep 2022,paid,536815110457082,528951416826705,Delivered,J&T Express PH,standard,Dropshipping,421506185087995,,
21-Sep-2022,Orders-Lazada Fees,Commission,546894313337787,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,-2.08,0.22,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,545190535975741,517431717635315,Delivered,LEX PH,standard,Dropshipping,409788165584069,,
21-Sep-2022,Orders-Lazada Fees,Payment Fee,542508928834298,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,-2.33,0.25,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,515897157808445,522793581264277,Delivered,LEX PH,standard,Dropshipping,415966460110492,,
21-Sep-2022,Orders-Sales,Item Price Credit,512601394754045,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,104.00,0.00,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,536912043629991,522592238659795,Delivered,LEX PH,standard,Dropshipping,436832572229457,,
21-Sep-2022,Orders-Lazada Fees,Commission,454654306278342,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,-2.08,0.22,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,514135056913905,523192931408813,Delivered,LEX PH,standard,Dropshipping,423823039593130,,
21-Sep-2022,Orders-Lazada Fees,Payment Fee,547101387797875,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,-2.33,0.25,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,525723470269414,512293948821837,Delivered,LEX PH,standard,Dropshipping,536316517548252,,
21-Sep-2022,Orders-Sales,Item Price Credit,521907660296115,PARTS PRO,PRO 99 Radiator & Cooling System Flush 354 ml,P01-A1-B011-0022,2873494046_PH-13947874985,104.00,0.00,0.00,No,21 Sep 2022 - 21 Sep 2022,paid,532676980449987,537049301716713,Delivered,LEX PH,standard,Dropshipping,486235958822056,,
20-Sep-2022,Orders-Lazada Fees,Commission,463029283220426,DGZ,PIRELLI ANGEL 90/80x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL90/80x17,2491421423_PH-11431781102,-42.10,4.51,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,508874473606041,536239363466652,Delivered,J&T Express PH,standard,Dropshipping,405701586372414,,
20-Sep-2022,Orders-Lazada Fees,Payment Fee,486518450819681,DGZ,PIRELLI ANGEL 90/80x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL90/80x17,2491421423_PH-11431781102,-50.58,5.42,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,509270057498311,516550270157447,Delivered,J&T Express PH,standard,Dropshipping,434020903721151,,
20-Sep-2022,Orders-Sales,Item Price Credit,538481319995631,DGZ,PIRELLI ANGEL 90/80x17 MOTORCYCLE TIRES,PZA-PIRELLIANGEL90/80x17,2491421423_PH-11431781102,"2,100.00",0.00,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,512055203240870,546236143543726,Delivered,J&T Express PH,standard,Dropshipping,389645848695067,,
20-Sep-2022,Orders-Lazada Fees,Commission,496767064898706,SEC,SAILUN TIRE Passenger Car Radial Atrezzo RO1 SPORT 235/40 R18,P07-A1-B015-0105,2900909946_PH-14100817630,-101.44,10.87,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,542580246247964,509080224097334,Delivered,Ninja Van PH,standard,Dropshipping,451467724036137,,
20-Sep-2022,Orders-Lazada Fees,Payment Fee,524537950196850,SEC,SAILUN TIRE Passenger Car Radial Atrezzo RO1 SPORT 235/40 R18,P07-A1-B015-0105,2900909946_PH-14100817630,-117.15,12.55,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,520085209912343,514376940963136,Delivered,Ninja Van PH,standard,Dropshipping,360858712891107,,
20-Sep-2022,Orders-Sales,Item Price Credit,553716849243178,SEC,SAILUN TIRE Passenger Car Radial Atrezzo RO1 SPORT 235/40 R18,P07-A1-B015-0105,2900909946_PH-14100817630,"5,060.00",0.00,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,519136794697787,511300301303902,Delivered,Ninja Van PH,standard,Dropshipping,529869246281441,,
20-Sep-2022,Orders-Lazada Fees,Commission,506187543560543,PARTS PRO,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-9.22,0.99,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,512122932214242,531022263425642,Delivered,Ximex Delivery Express,standard,Dropshipping,372475291167183,,
20-Sep-2022,Orders-Lazada Fees,Payment Fee,482479914767077,PARTS PRO,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-10.30,1.10,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,535524205357026,514586687664095,Delivered,Ximex Delivery Express,standard,Dropshipping,494295955054554,,
20-Sep-2022,Orders-Sales,Item Price Credit,491654368506264,PARTS PRO,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,460.00,0.00,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,530043891305691,534722469918203,Delivered,Ximex Delivery Express,standard,Dropshipping,358506575782250,,
20-Sep-2022,Orders-Lazada Fees,Commission,495598349269549,PARTS PRO,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-9.22,0.99,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,539416949889880,538126517393153,Delivered,Ximex Delivery Express,standard,Dropshipping,483674173759423,,
20-Sep-2022,Orders-Lazada Fees,Payment Fee,509122850572543,REY MOTOPARTS,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-10.30,1.10,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,540609133195971,545602903902305,Delivered,Ximex Delivery Express,standard,Dropshipping,379916926442085,,
20-Sep-2022,Orders-Sales,Item Price Credit,466001897653613,REY MOTOPARTS,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,460.00,0.00,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,525803453802424,540782796900102,Delivered,Ximex Delivery Express,standard,Dropshipping,414750816564507,,
20-Sep-2022,Orders-Lazada Fees,Commission,482781366916648,REY MOTOPARTS,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-9.22,0.99,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,538004455065253,523198812850527,Delivered,Ximex Delivery Express,standard,Dropshipping,391239913495708,,
20-Sep-2022,Orders-Lazada Fees,Payment Fee,531206082987513,PARTS PRO,ACDELCO Dexron VI 1 liter,P01-A1-B003-0155,2863959827_PH-13893506747,-10.30,1.10,0.00,No,20 Sep 2022 - 20 Sep 2022,paid,514409552943343,523636884887239,Delivered,Ximex Delivery Express,standard,Dropshipping,525327167119786,,
